title,publish_time,source,related_instruments
面板股震荡走高 彩虹股份涨停,2023-07-14 10:23:55,快兰斯24小时财经,"JG.US,000100.SZ,300481.SZ,002876.SZ,300940.SZ,002387.SZ,600707.SH"
算力概念持续走高 工业富联等多股涨超5%,2023-07-14 10:38:43,快兰斯24小时财经,"603629.SH,000938.SZ,603019.SH,601138.SH,300597.SZ,000977.SZ"
种业股异动拉升,2023-07-14 10:48:02,快兰斯24小时财经,"000663.SZ,600313.SH,300189.SZ,002679.SZ"
面板股持续走强 天山电子触及20CM涨停,2023-07-14 10:50:54,快兰斯24小时财经,"301379.SZ,000100.SZ,002952.SZ,301106.SZ"
亿联网络：即将携手腾讯会议发布全新“智会”解决方案,2023-07-14 10:54:29,快兰斯24小时财经,INTC.US
健识医疗回应赴港IPO传闻：目前未有任何时间表,2023-07-14 10:57:54,快兰斯24小时财经,"MS.US,GS.US"
AI算力概念股持续走高,2023-07-14 11:18:42,快兰斯24小时财经,"000938.SZ,00763.HK,603019.SH,601138.SH,000063.SZ,000977.SZ"
交易商协会召开民营企业融资座谈会,2023-07-14 12:24:45,快兰斯24小时财经,"000876.SZ,02007.HK,600031.SH"
三大通信运营商持续走强 中国联通午后超20亿封涨停,2023-07-14 13:03:29,快兰斯24小时财经,"00941.HK,600050.SH,00762.HK,600941.SH"
金力永磁：已与中国稀土集团、北方稀土等主要稀土供货商建立合作关系,2023-07-14 13:29:54,快兰斯24小时财经,"00769.HK,300748.SZ,06680.HK,000831.SZ"
众业达：公司部分电气元器件如继电器等可用在锂电池的生产设备上,2023-07-14 13:30:36,快兰斯24小时财经,002441.SZ
光伏概念股震荡下跌,2023-07-14 13:57:54,快兰斯24小时财经,"688472.SH,JKS.US,688223.SH,688348.SH,688408.SH,300274.SZ"
劲旅环境回应“宁德时代收购传闻”：消息不属实,2023-07-14 14:02:54,快兰斯24小时财经,300750.SZ
中信证券斥资3000万自购旗下产品,2023-07-14 14:06:43,快兰斯24小时财经,00170.HK
广宇发展：目前五家子公司已累计获取新能源项目指标1300万千瓦,2023-07-14 14:10:18,快兰斯24小时财经,00904.HK
液冷概念震荡走高 科创新源涨超10%,2023-07-14 14:21:18,快兰斯24小时财经,"002536.SZ,301399.SZ,301128.SZ,300731.SZ"
汉得信息：汉得微扬正联合微软为客户提供基于Dynamics 365 Copilot的产品落地前培训,2023-07-14 14:23:43,快兰斯24小时财经,MSFT.US
联建光电：公司目前暂未与苹果公司在LED产品上有相应的合作,2023-07-14 14:58:43,快兰斯24小时财经,AAPL.US
腾达建设：上半年预盈7500万元左右 同比扭亏,2023-07-14 15:41:42,快兰斯24小时财经,000563.SZ
中国稀土：上半年净利同比预降82.6%-87.85%,2023-07-14 16:06:40,快兰斯24小时财经,00769.HK
士兰微：预计上半年净亏损5037万元左右,2023-07-14 16:15:37,快兰斯24小时财经,"688107.SH,600460.SH"
士兰微：上半年净利预亏5037万元左右,2023-07-14 16:42:58,快兰斯24小时财经,"688107.SH,600460.SH"
广深铁路：上半年预盈6亿元到7.5亿元 同比扭亏,2023-07-14 16:45:10,快兰斯24小时财经,GSH.US
晶科能源：上半年净利同比预增304.38%到348.58%,2023-07-14 17:10:17,快兰斯24小时财经,JKS.US
博彦科技：基于微软Azure OpenAI的商用服务预计年内将产生收入,2023-07-14 17:46:49,快兰斯24小时财经,MSFT.US
中工国际：签署9.45亿元重大合同,2023-07-14 17:47:43,快兰斯24小时财经,HUBG.US
晶科能源：上半年净利同比预增304.38%-348.58%,2023-07-14 17:54:17,快兰斯24小时财经,JKS.US
深高速：拟定增募资不超65亿元 控股股东子公司参与认购,2023-07-14 18:49:49,快兰斯24小时财经,00152.HK
友发集团：上半年净利同比预增74.23%-84.94%,2023-07-14 20:32:58,快兰斯24小时财经,000617.SZ
华东重机：上半年预亏0万元-5000万元,2023-07-14 21:20:55,快兰斯24小时财经,01398.HK
信达证券发布关于“杭州热电”交易风险的提示,2023-07-14 21:36:04,快兰斯24小时财经,605011.SH
理工光科与福建高速技咨签署战略合作协议,2023-07-14 22:24:49,快兰斯24小时财经,300557.SZ
多家旅游上市公司半年报业绩预喜,2023-07-15 07:00:54,快兰斯24小时财经,"002627.SZ,002033.SZ,600054.SH,600258.SH"
上半年7家A股上市航司合计减亏超500亿,2023-07-15 08:01:36,快兰斯24小时财经,"CEA.US,600115.SH,601021.SH,00753.HK,601111.SH,600029.SH,002928.SZ,ZNH.US,600221.SH"
北京市发布首批行业AI大模型应用案例,2023-07-15 14:21:03,快兰斯24小时财经,"09888.HK,BIDU.US"
存量房贷利率会否下调？多家银行称“未接到相关政策”,2023-07-15 20:03:01,快兰斯24小时财经,"03968.HK,601939.SH,600926.SH,00939.HK,002142.SZ,600036.SH"
年内新聘41位基金经理！券商资管加速招兵买马,2023-07-16 07:48:01,快兰斯24小时财经,"601211.SH,02611.HK,01776.HK,000776.SZ,600030.SH,06030.HK"
下周合计解禁市值为920.34亿元，寒武纪-U解禁市值超320亿元,2023-07-16 09:24:40,快兰斯24小时财经,"00753.HK,601111.SH,605108.SH"
本周北向资金累计净流入近200亿，创5个月来新高,2023-07-16 13:22:40,快兰斯24小时财经,600519.SH
下周73只股票限售股解禁，寒武纪-U、中国国航、同庆楼解禁市值居前三位,2023-07-16 15:12:44,快兰斯24小时财经,"00753.HK,601111.SH,605108.SH"
全国首批钠电池测评揭榜，多家上市公司榜上有名,2023-07-17 05:30:31,快兰斯24小时财经,"600348.SH,01211.HK,002594.SZ,300438.SZ"
企业加快布局 钠离子电池产业化提速,2023-07-17 07:15:22,快兰斯24小时财经,000931.SZ
149家公司获机构调研，祥鑫科技最受关注,2023-07-17 08:15:43,快兰斯24小时财经,"300979.SZ,002230.SZ,002965.SZ"
数据安全概念股开盘冲高 国华网安3连板,2023-07-17 09:32:42,快兰斯24小时财经,"300369.SZ,000004.SZ,688225.SH,688023.SH,00370.HK,300659.SZ,002912.SZ"
钛合金3D打印概念持续发酵,2023-07-17 09:32:44,快兰斯24小时财经,"688210.SH,300337.SZ,688333.SH,300606.SZ,AAPL.US,600206.SH,688291.SH"
CRO概念股盘初走低,2023-07-17 09:35:29,快兰斯24小时财经,"06127.HK,03759.HK,300363.SZ,603127.SH,688131.SH,300759.SZ,600721.SH"
埃斯顿：当前重点是跟随国内行业头部客户出海 并加大东南亚市场的布局,2023-07-17 09:37:16,快兰斯24小时财经,"QCOM.US,002263.SZ"
3D打印概念股盘初冲高,2023-07-17 09:38:44,快兰斯24小时财经,"300521.SZ,300337.SZ,300606.SZ,300004.SZ,300227.SZ"
白酒概念股震荡走弱 顺鑫农业触及跌停,2023-07-17 09:42:00,快兰斯24小时财经,"600771.SH,000568.SZ,000860.SZ,600395.SH,600559.SH"
液冷服务器板块下挫 工业富联跌超5%,2023-07-17 09:44:57,快兰斯24小时财经,"601138.SH,002261.SZ,002536.SZ,301252.SZ"
HJT电池板块逆势拉升 迈为股份涨超5%,2023-07-17 09:52:02,快兰斯24小时财经,"000821.SZ,300751.SZ,002129.SZ"
信创板块震荡拉升,2023-07-17 09:58:29,快兰斯24小时财经,"300608.SZ,002474.SZ,300166.SZ,300659.SZ,002368.SZ,300588.SZ,300231.SZ"
半导体设备股震荡下挫,2023-07-17 10:13:29,快兰斯24小时财经,"300604.SZ,002371.SZ,688072.SH,688012.SH"
科大讯飞等102股连续5日以上获融资净买入,2023-07-17 10:31:01,快兰斯24小时财经,"000690.SZ,603636.SH,688232.SH,688166.SH,603833.SH,002115.SZ,002488.SZ,002230.SZ"
煤炭概念股震荡走低,2023-07-17 10:53:43,快兰斯24小时财经,"01088.HK,000723.SZ,01171.HK,601015.SH,601088.SH,600188.SH"
中国稀土：下半年业绩能否扭转要看宏观、行业及下游应用环境,2023-07-17 11:27:48,快兰斯24小时财经,00769.HK
算力板块午后拉升 浪潮信息涨超5%,2023-07-17 13:03:54,快兰斯24小时财经,"603019.SH,600131.SH,000977.SZ"
光刻胶概念午后逆势走高,2023-07-17 13:40:04,快兰斯24小时财经,"600895.SH,300576.SZ,300346.SZ"
汽车整车板块午后回暖 众泰汽车涨超8%,2023-07-17 13:52:43,快兰斯24小时财经,"601127.SH,000980.SZ,000550.SZ"
山东威达：公司控股孙公司为蔚来汽车供货三代换电站设备,2023-07-17 13:56:18,快兰斯24小时财经,"NIO.US,09866.HK"
国泰君安：订单拐点即将来临，纺织制造龙头估值有望逐步修复,2023-07-17 14:22:32,快兰斯24小时财经,"601211.SH,002003.SZ,603055.SH,605080.SH,02611.HK,300979.SZ,605189.SH,300952.SZ"
汽车板块反弹 众泰汽车涨停,2023-07-17 14:31:49,快兰斯24小时财经,"002703.SZ,002284.SZ,01057.HK,600699.SH,000980.SZ"
鼎捷软件：目前工业富联与公司管理层为一致行动人，是公司第一大股东,2023-07-17 14:46:30,快兰斯24小时财经,300378.SZ
省广集团：股价连续涨停是市场正常反应 公司成为Meta代理商负责广告营销业务,2023-07-17 15:19:40,快兰斯24小时财经,META.US
公司技术人员频繁出入特斯拉研发基地？光洋股份回应：网传信息不具可靠性,2023-07-17 15:31:29,快兰斯24小时财经,TSLA.US
安德利：终止购买林海嵎峡10%股权事项,2023-07-17 16:18:18,快兰斯24小时财经,605198.SH
苏常柴Ａ：收到江苏银行1148.24万元现金红利,2023-07-17 16:18:31,快兰斯24小时财经,000570.SZ
海思科：拟在英属维尔京群岛及中国香港分别设立全资子公司,2023-07-17 16:54:36,快兰斯24小时财经,CSCO.US
创元科技：收到江苏银行现金分红款1615.38万元,2023-07-17 17:46:23,快兰斯24小时财经,000551.SZ
联得装备：中标“京东方重庆第6代AMOLED（柔性）生产线项目”,2023-07-17 18:12:19,快兰斯24小时财经,000725.SZ
秦川机床：子公司获得政府补助资金3000万元,2023-07-17 18:39:19,快兰斯24小时财经,01030.HK
中国旅游研究院、峨眉山景区、阿拉丁旅游集团签署战略合作备忘录,2023-07-17 19:03:45,快兰斯24小时财经,000888.SZ
香山股份：股东拟向均胜电子协议转让公司8.03%股份,2023-07-17 19:34:08,快兰斯24小时财经,002870.SZ
中航电子：上半年净利同比预增98.08%,2023-07-17 20:04:30,快兰斯24小时财经,002013.SZ
多家信托公司上半年业绩下滑：五矿信托净利下降超三成，昆仑信托几近“腰斩”,2023-07-18 06:54:38,快兰斯24小时财经,000563.SZ
关于“存量房贷利率”，多家银行回应,2023-07-18 08:20:01,快兰斯24小时财经,"01288.HK,00939.HK"
转基因板块开盘活跃,2023-07-18 09:27:28,快兰斯24小时财经,"000713.SZ,600313.SH,300189.SZ"
先进封装概念股开盘活跃,2023-07-18 09:29:44,快兰斯24小时财经,"002845.SZ,002156.SZ,603005.SH"
数据安全板块盘初下挫,2023-07-18 09:33:19,快兰斯24小时财经,"603496.SH,300588.SZ,300659.SZ,300188.SZ"
虚拟电厂板块盘初走低,2023-07-18 09:34:55,快兰斯24小时财经,"301361.SZ,002380.SZ,300882.SZ,300880.SZ"
存储芯片概念股再度活跃 大为股份快速拉升涨停,2023-07-18 09:39:19,快兰斯24小时财经,"002654.SZ,603933.SH,002559.SZ,000021.SZ,002119.SZ,002213.SZ,300302.SZ"
数据要素概念股开盘走弱 人民网跌超5%,2023-07-18 09:42:35,快兰斯24小时财经,"000032.SZ,000681.SZ,300188.SZ"
MR板块异动拉升，易天股份涨超10%,2023-07-18 09:42:55,快兰斯24小时财经,"688025.SH,003021.SZ,301312.SZ,300812.SZ,002475.SZ"
汽车整车板块再度拉升 亚星客车涨停,2023-07-18 10:13:55,快兰斯24小时财经,"600166.SH,000980.SZ,000550.SZ,000868.SZ"
变压器概念走高 伊戈尔反包涨停,2023-07-18 10:14:07,快兰斯24小时财经,"603191.SH,300932.SZ,06899.HK,002922.SZ,301120.SZ"
汽车零部件板块持续拉升,2023-07-18 10:21:19,快兰斯24小时财经,"601689.SH,601058.SH,601279.SH,603286.SH,600480.SH"
智能驾驶概念股探底回升 西仪股份直线拉升涨停,2023-07-18 10:21:55,快兰斯24小时财经,"002284.SZ,002265.SZ,000550.SZ,002036.SZ,301398.SZ,002920.SZ"
猪肉股持续拉升,2023-07-18 10:45:19,快兰斯24小时财经,"002567.SZ,001201.SZ,002458.SZ,000048.SZ"
氢能源板块震荡拉升,2023-07-18 11:05:01,快兰斯24小时财经,"600860.SH,300471.SZ,002639.SZ,000811.SZ"
车企2023 半年报预告: 比亚迪净利超15家之和 赛力斯众泰依然深陷亏损泥潭,2023-07-18 13:05:29,快兰斯24小时财经,"601127.SH,01211.HK,002594.SZ"
一体化压铸板块午后拉升,2023-07-18 13:05:29,快兰斯24小时财经,"002997.SZ,300415.SZ,002101.SZ,300428.SZ,601689.SH"
HJT电池板块午后回暖 迈为股份涨超5%,2023-07-18 13:11:54,快兰斯24小时财经,"002529.SZ,002218.SZ,002506.SZ,300751.SZ,002860.SZ"
磷化工板块异动拉升 川金诺大涨10%,2023-07-18 13:32:06,快兰斯24小时财经,"000902.SZ,002895.SZ,600096.SH,300505.SZ,600141.SH"
联合光电：公司与BlockCity元宇宙项目暂无接触,2023-07-18 14:37:01,快兰斯24小时财经,SQ.US
东方明珠：参与设立投资基金,2023-07-18 15:39:54,快兰斯24小时财经,600637.SH
金晓龙任蚂蚁消金法定代表人,2023-07-18 15:50:18,快兰斯24小时财经,300750.SZ
初灵信息：全资子公司中标超级网关设备采购项目,2023-07-18 15:55:18,快兰斯24小时财经,300250.SZ
天风证券：半导体行业触底反弹信号释放较为明显，叠加AI催化，全年有望逐季度改善,2023-07-18 16:10:16,快兰斯24小时财经,"601162.SH,002371.SZ"
新疆交建：新疆特变电工集团拟减持不超4%股份,2023-07-18 16:31:48,快兰斯24小时财经,002941.SZ
恒信东方：VR游戏《Drakheir》预计下半年正式发布,2023-07-18 18:15:02,快兰斯24小时财经,AAPL.US
冀东装备：与中关村机器人产业创新发展有限公司签署了合作框架协议,2023-07-18 18:17:06,快兰斯24小时财经,000856.SZ
安信资管公募牌照申请材料获接收 今年第五家券商资管进军公募业务,2023-07-18 18:23:14,快兰斯24小时财经,"002939.SZ,601066.SH,600030.SH,06030.HK"
中富电路：拥有4项自主研发的光模块板核心技术,2023-07-18 18:32:42,快兰斯24小时财经,300813.SZ
雷曼光电：成功入选智慧教育产品和服务供应商名录,2023-07-18 18:58:46,快兰斯24小时财经,002001.SZ
青云科技：提供NVIDIA A100GPU的云服务器的算力租赁业务,2023-07-18 20:02:42,快兰斯24小时财经,CAE.US
昊志机电：公司谐波减速器已经形成完整的产品族谱,2023-07-18 20:53:07,快兰斯24小时财经,HLIT.US
业绩预告密集出炉，半导体行业分化明显,2023-07-19 05:36:35,快兰斯24小时财经,002371.SZ
上市险企保费收入稳健向好，行业复苏受关注,2023-07-19 05:41:08,快兰斯24小时财经,"02318.HK,601601.SH,601318.SH,01336.HK,601319.SH,02601.HK,601336.SH"
商用车氨氢融合零碳燃料技术获突破,2023-07-19 07:50:39,快兰斯24小时财经,FTEK.US
三人行：目前小模型研发工作在推进中,2023-07-19 08:39:54,快兰斯24小时财经,605168.SH
银河证券：关注中报业绩高增长的消费建材龙头公司,2023-07-19 08:57:55,快兰斯24小时财经,"002641.SZ,002271.SZ"
AI应用端开盘大涨 宁夏建材一字涨停,2023-07-19 09:29:07,快兰斯24小时财经,"300378.SZ,300624.SZ,600449.SH,688111.SH,300170.SZ,688095.SH,688118.SH,MSFT.US,688369.SH"
零售板块盘初拉升 中央商场涨停录得4连板,2023-07-19 09:33:43,快兰斯24小时财经,"000679.SZ,600280.SH,002251.SZ,002818.SZ,002336.SZ"
宝馨科技于安徽蚌埠投资设立新能源科技公司,2023-07-19 09:56:45,快兰斯24小时财经,001258.SZ
传媒、游戏股异动拉升 奥飞娱乐涨停,2023-07-19 09:57:47,快兰斯24小时财经,"002292.SZ,300280.SZ,300364.SZ,002517.SZ,002555.SZ"
3D打印概念股继续走弱 金太阳跌近10%,2023-07-19 10:10:01,快兰斯24小时财经,"300521.SZ,002559.SZ,300004.SZ,001296.SZ,002691.SZ"
93只ST股预告上半年业绩，16股净利预盈,2023-07-19 10:14:54,快兰斯24小时财经,"002502.SZ,000839.SZ"
一体化压铸板块震荡走低,2023-07-19 10:15:18,快兰斯24小时财经,"300415.SZ,001311.SZ,605133.SH,002101.SZ"
光伏板块震荡走低 安彩高科跌停,2023-07-19 10:53:03,快兰斯24小时财经,"600207.SH,002514.SZ,300751.SZ,300304.SZ,300307.SZ"
黄金概念继续走高 四川黄金午后封板,2023-07-19 13:24:18,快兰斯24小时财经,"001337.SZ,000506.SZ,000060.SZ,300945.SZ,002716.SZ"
供销社概念股异动 天鹅股份午后直线拉升涨超7%,2023-07-19 13:25:12,快兰斯24小时财经,"000722.SZ,003042.SZ,000893.SZ,002758.SZ"
白酒板块破位在即，五粮液、泸州老窖等纷纷下滑,2023-07-19 13:46:54,快兰斯24小时财经,"600519.SH,002304.SZ,000568.SZ,000596.SZ,000858.SZ,000799.SZ"
芯片半导体板块震荡反弹 华海诚科涨超10%,2023-07-19 14:19:30,快兰斯24小时财经,"TSM.US,300475.SZ,002845.SZ,NVDA.US,CSCO.US,688362.SH,AVGO.US,300231.SZ,301338.SZ"
蓝色光标：蓝标出海团队将在境外业务与微软开展基于OpenAI技术的产品合作,2023-07-19 14:31:27,快兰斯24小时财经,MSFT.US
东华软件：公司生产的鹏霄一体机多款4U机架式均支持英伟达GPU,2023-07-19 14:46:29,快兰斯24小时财经,NVDA.US
广深铁路：没有时速300公里以上的动车组,2023-07-19 15:27:43,快兰斯24小时财经,GSH.US
翔腾新材：与液晶面板制造龙头企业及产业链知名公司建立了良好合作关系,2023-07-19 15:33:45,快兰斯24小时财经,"HPQ.US,MSFT.US"
华特气体：公司没有直接供应产品至英伟达NVDA供应链,2023-07-19 15:34:18,快兰斯24小时财经,NVDA.US
新开源：参股公司收到药物临床试验补充申请批准通知书,2023-07-19 16:29:17,快兰斯24小时财经,300039.SZ
上海辖区券商半年度IPO排名出炉，海通、民生、 申万宏源保荐家数位居前三,2023-07-19 16:40:23,快兰斯24小时财经,"600837.SH,06806.HK,06837.HK,000166.SZ"
信质集团：公司新能源业务发展顺利,2023-07-19 16:57:04,快兰斯24小时财经,"UMC.US,BWA.US"
美的集团与中国联通签订战略合作协议,2023-07-19 18:35:11,快兰斯24小时财经,000333.SZ
同济科技：拟参设同杨孵化基金,2023-07-19 19:09:55,快兰斯24小时财经,600846.SH
中国太保与华西医院达成战略合作,2023-07-19 20:25:09,快兰斯24小时财经,00966.HK
大禹节水：联合中标玉门市疏勒河引水工程特许经营项目社会资本采购,2023-07-19 20:36:44,快兰斯24小时财经,300021.SZ
宝馨科技：公司连云港500MW组件项目已经投产，目前产能和订单状况良好,2023-07-19 20:49:26,快兰斯24小时财经,002514.SZ
*ST泛海：境外附属公司出售民生银行H股股票,2023-07-19 22:05:50,快兰斯24小时财经,000046.SZ
飞荣达：公司是比亚迪合格供应商,2023-07-19 22:12:06,快兰斯24小时财经,"01211.HK,002594.SZ"
晶科能源首台工商业储能一体机SunGiga落地苏州,2023-07-19 22:28:30,快兰斯24小时财经,JKS.US
商业零售板块延续强势 中央商场5连板,2023-07-20 09:30:57,快兰斯24小时财经,"000417.SZ,600778.SH,002336.SZ,600280.SH,002697.SZ"
存储芯片板块快速下挫 佰维存储大跌7%,2023-07-20 09:36:33,快兰斯24小时财经,"688525.SH,002654.SZ,300475.SZ,002559.SZ,000021.SZ"
固态电池异动拉升 金龙羽涨停,2023-07-20 09:43:54,快兰斯24小时财经,"002407.SZ,301121.SZ,300410.SZ,002882.SZ,300568.SZ"
CPO概念股震荡走低 华工科技跌超5%,2023-07-20 09:47:19,快兰斯24小时财经,"002281.SZ,300620.SZ,300394.SZ,300502.SZ,000988.SZ,300308.SZ"
AI应用端大幅走低 福昕软件跌超10%,2023-07-20 09:53:30,快兰斯24小时财经,"300378.SZ,300364.SZ,301270.SZ,688095.SH,300678.SZ"
机器人板块反弹 通力科技领涨,2023-07-20 09:57:55,快兰斯24小时财经,"002553.SZ,300503.SZ,300549.SZ,002031.SZ"
房地产板块异动拉升 荣盛发展冲击涨停,2023-07-20 09:59:42,快兰斯24小时财经,"000656.SZ,000961.SZ,300947.SZ,002146.SZ"
半导体板块震荡下挫,2023-07-20 10:04:54,快兰斯24小时财经,"688498.SH,688525.SH,688535.SH,688589.SH,688259.SH"
185家公司获机构调研，朗新科技最受关注,2023-07-20 10:05:30,快兰斯24小时财经,"300682.SZ,300092.SZ,002965.SZ"
纺织服饰板块走强 美邦服饰涨停,2023-07-20 10:29:44,快兰斯24小时财经,"002269.SZ,301066.SZ,301088.SZ,002634.SZ,002029.SZ"
东方电热投资新设电子科技公司，含汽车零部件及配件制造业务,2023-07-20 10:30:01,快兰斯24小时财经,300217.SZ
算力概念股震荡走弱 工业富联跌超5%,2023-07-20 10:57:03,快兰斯24小时财经,"300249.SZ,000938.SZ,601138.SH,002229.SZ,000977.SZ,301085.SZ"
CPO板块持续走弱 华工科技触及跌停,2023-07-20 11:22:02,快兰斯24小时财经,"002281.SZ,300620.SZ,300394.SZ,300502.SZ,000988.SZ,300308.SZ"
算力、服务器概念股持续下挫,2023-07-20 13:03:44,快兰斯24小时财经,"300499.SZ,601138.SH,002229.SZ,301252.SZ,002837.SZ"
知识产权保护板块异动拉升,2023-07-20 13:08:43,快兰斯24小时财经,"300688.SZ,300133.SZ,300579.SZ"
教育板块异动拉升 学大教育逼近涨停,2023-07-20 13:17:43,快兰斯24小时财经,"300192.SZ,300359.SZ,CECO.US,000526.SZ,002599.SZ"
食品加工制造午后拉升 黑芝麻涨超6%,2023-07-20 13:46:29,快兰斯24小时财经,"002719.SZ,000716.SZ,002820.SZ,300892.SZ"
东方通中标中国移动内蒙古公司2023年不良信息监测系统升级改造项目,2023-07-20 13:49:09,快兰斯24小时财经,300379.SZ
6股公布2023年半年报，上能电气净利润增幅最大,2023-07-20 14:03:29,快兰斯24小时财经,300827.SZ
CPO概念午后持续下跌 中际旭创跌近10%,2023-07-20 14:04:29,快兰斯24小时财经,"300502.SZ,000988.SZ,300308.SZ"
蔚来发布V2G充电桩,2023-07-20 15:38:01,快兰斯24小时财经,"NIO.US,09866.HK"
东方中科：众多汽车产商都是公司的客户,2023-07-20 15:57:18,快兰斯24小时财经,"002594.SZ,01211.HK,NIO.US,XPEV.US,09866.HK,002819.SZ,09868.HK"
影视板块迎业绩拐点，下半年机会突出？,2023-07-20 16:12:42,快兰斯24小时财经,"300528.SZ,002905.SZ"
三一重工投资英威腾电动汽车驱动公司,2023-07-20 16:48:00,快兰斯24小时财经,"002334.SZ,002402.SZ"
中国联通(香港)：6月5G用户累计到达数为2.32亿户,2023-07-20 17:01:12,快兰斯24小时财经,CHU.US
诺泰生物：子公司诺泰诺和GMP产线投产,2023-07-20 17:19:47,快兰斯24小时财经,HUBG.US
山东黄金：完成对银泰黄金控制权的收购,2023-07-20 17:24:01,快兰斯24小时财经,000975.SZ
科新机电：与东华科技签署战略合作协议,2023-07-20 18:37:18,快兰斯24小时财经,002140.SZ
碧桂园：原贷款人同意再融资约35.83亿港元及约3.89亿美元,2023-07-20 19:22:03,快兰斯24小时财经,02007.HK
博实股份：收到5379万元业务外包合同,2023-07-20 19:35:29,快兰斯24小时财经,002698.SZ
宝馨科技：连云港500MW组件项目已经投产 目前产能和订单状况良好,2023-07-20 19:59:06,快兰斯24小时财经,002514.SZ
中国中车与中国华能签订战略合作协议,2023-07-20 20:25:32,快兰斯24小时财经,00370.HK
民营房企融资再开阀，新城拟发行8.5亿中票,2023-07-20 21:37:19,快兰斯24小时财经,"02007.HK,600208.SH"
13家公司发布股票回购相关公告，厦门信达回购预案金额最高,2023-07-21 07:47:55,快兰斯24小时财经,000701.SZ
174家公司获机构调研,2023-07-21 09:25:19,快兰斯24小时财经,"300682.SZ,000725.SZ,002965.SZ"
农业板块异动拉升 万方发展冲击涨停,2023-07-21 09:33:55,快兰斯24小时财经,"600313.SH,000638.SZ,300189.SZ,600127.SH"
电子烟板块早盘走强 顺灏股份涨停,2023-07-21 09:38:29,快兰斯24小时财经,"002655.SZ,002191.SZ,300032.SZ,000812.SZ,002565.SZ"
先进封装概念拉升走强 金龙机电接近20cm涨停,2023-07-21 09:39:30,快兰斯24小时财经,"002156.SZ,300032.SZ,300813.SZ,300812.SZ,600520.SH,300814.SZ"
锂矿概念下行 中矿资源跌超5%,2023-07-21 09:40:18,快兰斯24小时财经,"300390.SZ,09696.HK,002738.SZ,01772.HK,002460.SZ,002466.SZ"
面板概念股震荡走强 易天股份涨超10%,2023-07-21 09:41:44,快兰斯24小时财经,"002845.SZ,300241.SZ,300162.SZ,300708.SZ,300303.SZ"
AI应用端快速回升 金桥信息涨停,2023-07-21 09:54:55,快兰斯24小时财经,"002292.SZ,300624.SZ,300418.SZ,300663.SZ,002123.SZ,300170.SZ,300634.SZ"
氟化工概念板块异动拉升 永和股份涨超8%,2023-07-21 10:02:02,快兰斯24小时财经,"600378.SH,600160.SH,002326.SZ,605020.SH"
医美板块异动拉升 澳洋健康涨停,2023-07-21 10:36:19,快兰斯24小时财经,"002162.SZ,002172.SZ,300015.SZ,002612.SZ,002762.SZ"
智能驾驶概念股震荡走低 浙江世宝跌停,2023-07-21 11:08:18,快兰斯24小时财经,"002703.SZ,002355.SZ,01057.HK,301007.SZ,300807.SZ,000550.SZ,002590.SZ"
思摩尔国际再涨超4% 机构指公司研发投入有望逐步兑现,2023-07-21 11:40:02,快兰斯24小时财经,06969.HK
北交所公布第二季度券商执业质量评价结果,2023-07-21 13:16:19,快兰斯24小时财经,"601066.SH,000783.SZ,601901.SH,601555.SH,600918.SH,01776.HK,06806.HK,000166.SZ,000776.SZ"
存储芯片板块持续走低 万润科技触及跌停,2023-07-21 13:35:00,快兰斯24小时财经,"002654.SZ,300475.SZ,301099.SZ,300659.SZ,688123.SH,300302.SZ"
亿联网络：与微软联合打造的智能会议室音视频设备SmartVision 60将在8月上市,2023-07-21 13:36:56,快兰斯24小时财经,"MSFT.US,TISI.US"
CPO午后震荡走低,2023-07-21 13:45:56,快兰斯24小时财经,"300394.SZ,301218.SZ,300502.SZ,300308.SZ,300570.SZ"
传媒股快速反弹 华闻集团直线拉升涨停,2023-07-21 14:02:06,快兰斯24小时财经,"600088.SH,300528.SZ,000793.SZ,600996.SH,300426.SZ"
中国船舶沪东中华自主研发三款绿色船型获五大国际船级社AIP认证,2023-07-21 14:13:14,快兰斯24小时财经,LOW.US
水产品概念持续走高 大湖股份涨超7%,2023-07-21 14:40:54,快兰斯24小时财经,"002696.SZ,300094.SZ,000798.SZ"
丰立智能：谐波减速器生产线未批量生产,2023-07-21 15:59:07,快兰斯24小时财经,HLIT.US
宁波方正：目前正加快推进与比亚迪进行新能源合作的步伐,2023-07-21 16:14:56,快兰斯24小时财经,"01211.HK,002594.SZ"
南向资金今日净买入5亿港元 快手净买入居前,2023-07-21 17:47:42,快兰斯24小时财经,"01548.HK,00700.HK,00941.HK,600011.SH,600941.SH,01024.HK,00902.HK"
深南电路：公司部分PCB产品有应用于AI服务器领域，目前此类产品占比较低,2023-07-21 19:14:46,快兰斯24小时财经,000037.SZ
在研国产九价HPV疫苗与进口疫苗效果相当,2023-07-21 20:45:43,快兰斯24小时财经,MRK.US
长亮科技中标上海银行新一代账务核心系统建设项目,2023-07-21 22:09:04,快兰斯24小时财经,300348.SZ
公募基金最新十大重仓股曝光，中兴通讯获大幅增持,2023-07-22 00:42:35,快兰斯24小时财经,"00700.HK,600519.SH,600809.SH,600276.SH,00763.HK,000568.SZ,300015.SZ,300750.SZ,601138.SH,300308.SZ,000063.SZ,002459.SZ,000858.SZ"
业内人士：国产HPV疫苗有望加快上市,2023-07-22 07:04:49,快兰斯24小时财经,"300142.SZ,603392.SH"
